SURVEY,SURVEY,,NPS,NPS_TOELICHTING,GESLACHT,LEEFTIJD,ABOJAREN,CREATIE_DT,SUBSCRIPTION_KEY,TITEL_TEKST,ABO_TYPE,ELT_PROEF_GEHAD,EXIT_OPZEGREDEN
LLT_Nieuws,LLT_Nieuws,,5,Waarom een abo als al het nieuws zo snel online gedeeld worden. De ochtendkrant is dikwijls oud nieuws.,Man,55-64,11-20 jaar,1/13/2025,ARIA_DM_A1002300525,De Morgen,Digital Only,,
LLT_Nieuws,LLT_Nieuws,,8,n.v.t.,Vrouw,65-74,21-30 jaar,4/28/2025,ARIA_HLN_A1003571214,Het Laatste Nieuws,Compleet,,
ELT_Nieuws,ELT_Nieuws,,10,Veelzijdigheid van artikelen,Man,65-74,3-4 maanden,7/14/2025,ARIA_HLN_A1003998301,Het Laatste Nieuws,Digital Only,Ja,
ELT_Nieuws,ELT_Nieuws,,6,n.v.t.,Man,65-74,Weet ik niet zeker,2/24/2025,ARIA_AD_A1003582289,het AD,Compleet,Weet ik niet,
ELT_Nieuws,ELT_Nieuws,,7,"Het is een leesbare, informatieve krant die niet al te duur is",Vrouw,65-74,Minder dan 1 maand,8/25/2025,ARIA_AD_A1004116085,het AD,Zaterdag+ (Hybride),Ja,
EXIT_Nieuws,EXIT_Nieuws,,6,In vakantietijd wordt de krant vaak niet gelezen. En BD komt prijsafspraken niet na.,Vrouw,45-54,3-5 jaar,5/19/2025,ARIA_BD_A1002944741,Brabants Dagblad,Zaterdag+ (Hybride),,In vakantietijd wordt de krant vaak niet bezorgd.  En BD komt prijsafspraken niet na.  Opzegservice gaat ook niet makkelijk.
LLT_Nieuws,LLT_Nieuws,,7,n.v.t.,Vrouw,65-74,1-2 jaar,5/26/2025,ARIA_TR_A1003567235,Trouw,Digitaal Basis,,
LLT_Magazines,LLT_Magazines,,7,Prima blad maar weet ook voor sommigen prijzig,Vrouw,65-74,1-2 jaar,7/2/2025,SAP_VTWON_40646936_10,vtwonen,Compleet,,
LLT_Magazines,LLT_Magazines,,7,Het gaat tegenwoordig te veel over E auto's dus twijfel,Man,55-64,6-10 jaar,7/7/2025,SAP_AUTOW_38010037_20,AutoWeek,Compleet,,
LLT_Nieuws,LLT_Nieuws,,7,n.v.t.,Man,65-74,Meer dan 30 jaar,1/27/2025,ARIA_BS_A1002494241,BN DeStem,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,8,"Een goede, degelijke krant zonder al teveel sensatie taal. Betrouwbaar. Dat gun je mensen in een tijd dat algoritmes het wereldbeeld van steeds meer mensen bepaalt.  Geen 9, omdat veel mensen in mijn kring de artikelen over religie over zullen slaan.",Man,35-44,3-5 jaar,6/16/2025,ARIA_TR_A1001330121,Trouw,Zaterdag+ (Hybride),,
LLT_Magazines,LLT_Magazines,,7,n.v.t.,Man,35-44,3-5 jaar,7/28/2025,SAP_DONAL_36489786_20,Donald Duck,Compleet,,
ELT_Nieuws,ELT_Nieuws,,3,n.v.t.,Man,75 jaar of ouder,Minder dan 1 maand,2/24/2025,ARIA_TT_A1003608920,Tubantia,Digital Only,Nee,
EXIT_Nieuws,EXIT_Nieuws,,7,n.v.t.,Man,75 jaar of ouder,Minder dan 6 maanden,7/14/2025,ARIA_HLN_A1004011283,Het Laatste Nieuws,Digitaal Basis,,Verkeerd abonnement
EXIT_Nieuws,EXIT_Nieuws,,5,Prijs van een digitaal abonnement + papierenkrant voor €33 en een meerjarig abonnement voor €17 vind ik een onuitlegbaar en zeer storend verschil. Is onacceptabel en zeer klantonvriendelijk. Voor mij reden te bedanken.,Man,Beantwoord ik liever niet,6-10 jaar,1/13/2025,ARIA_TR_A1000859043,Trouw,Zaterdag+ (Hybride),,Prijsverschil tussen mijn abonnement en een meerjarig abonnement.  Namelijk € 34 tegen €17!!!
EXIT_Nieuws,EXIT_Nieuws,,5,"Ik adviseer iemand anders per definitie geen abonnement op ongeacht wat, is persoonlijke keuze en gaat mij niks aan.",Vrouw,65-74,1-2 jaar,6/30/2025,ARIA_AD_A1001743129,het AD,Digitaal Basis,,Twee kranten was wat teveel
LLT_Nieuws,LLT_Nieuws,,8,n.v.t.,Man,55-64,6-12 maanden,6/16/2025,ARIA_AD_A1003318614,het AD,Compleet,,
LLT_Nieuws,LLT_Nieuws,,10,"Serieuze krant, prima stukken, mooie 'uitdieping'.",Man,75 jaar of ouder,Meer dan 30 jaar,8/18/2025,ARIA_TR_A1003350765,Trouw,Compleet,,
LLT_Nieuws,LLT_Nieuws,,0,"Kwaliteit qua journalistiek (binnen- en buitenland) vermindert elk jaar.  Columnisten zijn waardeloos geworden tov enkele jaren geleden, muv Maud Vanhauwaert",Vrouw,65-74,Meer dan 30 jaar,8/25/2025,ARIA_DM_A1002882687,De Morgen,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,7,ik ben tevreden,Man,75 jaar of ouder,6-10 jaar,8/4/2025,ARIA_TR_A1000645034,Trouw,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,9,Goed blad,Man,75 jaar of ouder,6-12 maanden,3/31/2025,ARIA_DM_A1003428057,De Morgen,Digital Only,,
EXIT_Nieuws,EXIT_Nieuws,,4,n.v.t.,Man,35-44,6-10 jaar,2/24/2025,ARIA_VK_A1001030563,de Volkskrant,Compleet,,Prijs
LLT_Nieuws,LLT_Nieuws,,7,n.v.t.,Vrouw,75 jaar of ouder,11-20 jaar,8/25/2025,ARIA_VK_A1000558473,de Volkskrant,Compleet,,
EXIT_Magazines,EXIT_Magazines,,9,Mijn kids kunnen er geen genoeg van krijgen.,Man,35-44,1-2 jaar,7/28/2025,SAP_DONAL_41016493_10,Donald Duck,Compleet,,"Aanbieding verliep. En de verleng aanbieding die ik kreeg, was een stuk slechter dan die nieuwe abonnees krijgen. Dat vind ik niet fair."
LLT_Nieuws,LLT_Nieuws,,8,Hoe wordt niet altijd op tijd geleverd of vergeten.,Man,75 jaar of ouder,6-12 maanden,5/19/2025,ARIA_ED_A1003086359,het ED,Compleet,,
ELT_Nieuws,ELT_Nieuws,,9,n.v.t.,Man,75 jaar of ouder,1-2 maanden,8/4/2025,ARIA_AD_A1004049000,het AD,Zaterdag+ (Hybride),Nee,
LLT_Nieuws,LLT_Nieuws,,8,Mooie krant,Vrouw,65-74,6-10 jaar,2/17/2025,ARIA_HLN_A1003137884,Het Laatste Nieuws,Compleet,,
ELT_Magazines,ELT_Magazines,,9,Altijd graag gelezen.,Man,45-54,1-2 maanden,7/28/2025,SAP_HM_41289126_10,Humo,Compleet,Nee,
LLT_Nieuws,LLT_Nieuws,,7,"Krant is prima. Bezorging regelmatig niet goed. Met enige  regelmaat krijg ik geen krant en ook regelmatig veel te laat. Als dat zo blijft, ga ik het abonnement opzeggen",Man,75 jaar of ouder,21-30 jaar,8/25/2025,ARIA_DG_A1000635742,de Gelderlander,Compleet,,
EXIT_Magazines,EXIT_Magazines,,0,Omdat het mij niet boeit welk blad zij gaan lezen,Vrouw,65-74,Minder dan 6 maanden,7/7/2025,SAP_LIBEL_40805279_10,Libelle,Compleet,,Het past niet bij mijn denkwijze en interesses
EXIT_Nieuws,EXIT_Nieuws,,7,n.v.t.,Man,55-64,Minder dan 6 maanden,8/4/2025,ARIA_HLN_A1003993968,Het Laatste Nieuws,Zaterdag+ (Hybride),,n.v.t.
EXIT_Nieuws,EXIT_Nieuws,,7,Fijne krant met veel aandacht voor zingeving en duurzaamheid.,Man,65-74,6-10 jaar,1/27/2025,ARIA_TR_A1000761691,Trouw,Zaterdag+ (Hybride),,"Teveel voorspelbaarheid, teveel accent op zingeving en duurzaamheid, te weinig aandacht voor analyse van nieuws en achtergronden."
LLT_Nieuws,LLT_Nieuws,,8,n.v.t.,Man,65-74,21-30 jaar,8/4/2025,ARIA_DM_A1002840866,De Morgen,Zaterdag+ (Hybride),,
EXIT_Nieuws,EXIT_Nieuws,,1,Waardeloos,Man,65-74,Minder dan 6 maanden,8/25/2025,ARIA_AD_A1004106453,het AD,Compleet,,Vooral de bezorging en de artikelen
LLT_Nieuws,LLT_Nieuws,,9,PRIMA DAGBLAD,Man,75 jaar of ouder,11-20 jaar,6/16/2025,ARIA_TR_A1000521045,Trouw,Compleet,,
ELT_Nieuws,ELT_Nieuws,,8,n.v.t.,Man,65-74,1-2 maanden,5/6/2025,ARIA_AD_A1003821325,het AD,Zaterdag+ (Hybride),Nee,
LLT_Magazines,LLT_Magazines,,7,Veel medianieuws dat vlug gedateerd is.,Man,55-64,1-2 jaar,8/25/2025,SAP_HM_40370908_10,Humo,Compleet,,
ELT_Nieuws,ELT_Nieuws,,5,Wij twijfelen heel erg.,Beantwoord ik liever niet,Beantwoord ik liever niet,1-2 maanden,5/6/2025,ARIA_DG_A1003824167,de Gelderlander,Compleet,Nee,
LLT_Nieuws,LLT_Nieuws,,2,Ik heb het daar eigenlijk nooit over met vrienden,Vrouw,65-74,Meer dan 30 jaar,3/18/2025,ARIA_VK_A1002631172,de Volkskrant,Digital Only,,
EXIT_Magazines,EXIT_Magazines,,5,"Leuk blad, licht aan mij, ben niet zo een lezer.",Vrouw,65-74,6-12 maanden,7/2/2025,SAP_LIBEL_40684302_10,Libelle,Compleet,,Ik ben geen lezer
ELT_Nieuws,ELT_Nieuws,,8,n.v.t.,Man,75 jaar of ouder,1-2 maanden,2/10/2025,ARIA_AD_A1003565395,het AD,Digital Only,Nee,
EXIT_Nieuws,EXIT_Nieuws,,5,Het hangt van de politieke voorkeur van diegene af; VK is duidelijk een linkse krant. De krant is wat zuur en zelfgenoegzaam naar mijn smaak.,Vrouw,65-74,3-5 jaar,1/20/2025,ARIA_VK_A1001179796,de Volkskrant,Compleet,,Zoals eerder gemeld: de krant is zuur en zelfgenoegzaam.(De niet-politieke artikelen vind ik overigens over ‘t algemeen goed). Bijv. niet of nauwelijks zelfreflectie (op links) na de verkiezingen. Heb me ook gestoord over de berichtgeving over de Macabi r
EXIT_Nieuws,EXIT_Nieuws,,7,Amsterdams nieuws is interessant,Man,55-64,Weet ik niet,5/13/2025,ARIA_HP_A1002931199,Het Parool,Digital Only,,Actie abonnement eindigde en reguliere prijzen zijn te duur
LLT_Magazines,LLT_Magazines,,1,Te weinig onderwerpen met wat meer diepgang dan wat dagelijks in hln staat,Vrouw,65-74,1-2 jaar,8/25/2025,SAP_DA_40808460_10,Dag Allemaal,Compleet,,
ELT_Nieuws,ELT_Nieuws,,5,Te plaatselijk nieuws amsterdam,Man,65-74,1-2 maanden,1/13/2025,ARIA_HP_A1003384991,Het Parool,Zaterdag+ (Hybride),Nee,
ELT_Nieuws,ELT_Nieuws,,10,n.v.t.,Vrouw,55-64,Minder dan 1 maand,2/24/2025,ARIA_HLN_A1003591579,Het Laatste Nieuws,Compleet,Nee,
LLT_Nieuws,LLT_Nieuws,,7,"Internationaal nieuws, politiek nieuws ok Nogal links Cultuur zeer alternatief",Man,55-64,6-10 jaar,5/13/2025,ARIA_DM_A1002692346,De Morgen,Compleet,,
LLT_Nieuws,LLT_Nieuws,,3,Teveel vriendjespolitiek ivm de media. Altijd dezelfde die bestoeft worden.,Man,55-64,6-10 jaar,7/21/2025,ARIA_HLN_A1001874289,Het Laatste Nieuws,Compleet,,
LLT_Nieuws,LLT_Nieuws,,0,Ik vind dat iedereen zelf moet beslissen welke krant hij wil lezen,Vrouw,55-64,21-30 jaar,5/26/2025,ARIA_AD_A1002510247,het AD,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,7,Goede informatie,Man,75 jaar of ouder,21-30 jaar,6/9/2025,ARIA_TR_A1000751107,Trouw,Compleet,,
ELT_Magazines,ELT_Magazines,,8,Fijn blad om te lezen,Vrouw,65-74,Minder dan 1 maand,8/4/2025,SAP_LIBEL_41212502_10,Libelle,Compleet,Nee,
EXIT_Nieuws,EXIT_Nieuws,,5,Is geen onderwerp voor mij,Vrouw,65-74,1-2 jaar,2/24/2025,ARIA_VK_A1002648606,de Volkskrant,Zaterdag+ (Hybride),,Te duur
LLT_Nieuws,LLT_Nieuws,,3,"Het is toch duur. Ik wil objectief nieuws maar lees vaak ""gekleurde"" artikelen. M.n. over het koningshuis verschijnen vaak sarcastische koppen boven verhalen. Ook lijken de aankondigingen  boven de stukken soms meer om sensatie op te wekken i.p.v. een wee",Vrouw,65-74,Meer dan 30 jaar,6/30/2025,ARIA_ED_A1000388088,het ED,Compleet,,
LLT_Nieuws,LLT_Nieuws,,7,Waarschijnlijk zijn zij ook geïnteresseerd in een goede krant,Man,75 jaar of ouder,11-20 jaar,8/4/2025,ARIA_AD_A1000365393,het AD,Compleet,,
ELT_Nieuws,ELT_Nieuws,,7,Ik vind dat er soms vrij oude informatie in de app staat. Niet altijd het meest up to date in vergelijking met andere bronnen. Daarnaast ook vrij veel artikelen van weken oud. Dat vind ik niet passen bij online nieuwsgaring.,Man,65-74,1-2 maanden,6/16/2025,ARIA_DG_A1003963951,de Gelderlander,Digitaal Basis,Weet ik niet,
LLT_Nieuws,LLT_Nieuws,,9,Goede inhoudelijke krant,Man,55-64,Meer dan 30 jaar,7/7/2025,ARIA_TR_A1000749128,Trouw,Compleet,,
LLT_Magazines,LLT_Magazines,,8,Mooi blad,Vrouw,65-74,Minder dan 6 maanden,8/11/2025,SAP_MARGR_41108205_10,Margriet,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,8,n.v.t.,Man,75 jaar of ouder,1-2 jaar,5/13/2025,ARIA_DG_A1002834009,de Gelderlander,Zaterdag+ (Hybride),,De verhoogde prijs na een jaar.
LLT_Nieuws,LLT_Nieuws,,9,Interessante en kritische informatie,Vrouw,75 jaar of ouder,21-30 jaar,3/18/2025,ARIA_DM_A1002063052,De Morgen,Zaterdag+ (Hybride),,
LLT_Magazines,LLT_Magazines,,7,Ik lees veel artikels en bekijk altijd de tv gids,Vrouw,55-64,6-10 jaar,7/14/2025,SAP_HM_41133665_10,Humo,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,8,Goede krant,Man,65-74,3-5 jaar,7/21/2025,ARIA_HLN_A1001783069,Het Laatste Nieuws,Compleet,,Te duur voor een gepensioneerde
LLT_Nieuws,LLT_Nieuws,,6,Matig tevreden over de inhoud.,Man,65-74,Meer dan 30 jaar,8/11/2025,ARIA_AD_A1000367954,het AD,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,8,Fijne krant,Man,55-64,1-2 jaar,4/28/2025,ARIA_AD_A1002834027,het AD,Compleet,,De kosten
LLT_Nieuws,LLT_Nieuws,,9,Ben gewoon zeer tevreden over de krant,Man,75 jaar of ouder,11-20 jaar,4/7/2025,ARIA_HLN_A1002108622,Het Laatste Nieuws,Compleet,,
LLT_Nieuws,LLT_Nieuws,,10,"Op de hoogte van regionieuws, geode nieuwsvoorziening ook via goede app, mogelijkheid tot lezen van krant op mobiel, leuke spelletjes die ik dagelijks doe.",Vrouw,55-64,21-30 jaar,8/18/2025,ARIA_DG_A1000700497,de Gelderlander,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,0,Erg eenzijdige krant.,Man,55-64,1-2 jaar,4/21/2025,ARIA_BD_A1002833289,Brabants Dagblad,Compleet,,Veel te eenvoudige en linkse krant. Ik stoorde me met name aan de versteende meningen van de voormalig hoofdredacteur Tony van der Meulen.
LLT_Nieuws,LLT_Nieuws,,9,Heel blij met de UI en het nieuws dat jullie brengen. Ook evenwicht tussen zwaar en luchtig nieuws.,Man,35-44,3-5 jaar,3/18/2025,ARIA_HLN_A1002008547,Het Laatste Nieuws,Digitaal Basis,,
LLT_Nieuws,LLT_Nieuws,,7,Tevreden,Man,65-74,6-12 maanden,5/6/2025,ARIA_HLN_A1003086401,Het Laatste Nieuws,Compleet,,
LLT_Nieuws,LLT_Nieuws,,10,"Al het nieuws wordt op een zeer prettige wijze geschreven, met goede achtergronden. De colomnisten zijn voortreffelijk voor de meningsvorming. Vaak zijn er erg interessante artikelen over natuur en milieu, en maatschappij en gezondheid.",Man,75 jaar of ouder,21-30 jaar,5/19/2025,ARIA_TR_A1001306216,Trouw,Compleet,,
EXIT_Magazines,EXIT_Magazines,,7,n.v.t.,Man,65-74,Minder dan 6 maanden,7/2/2025,SAP_AUTOW_41184838_10,AutoWeek,Compleet,,niet op tijd bezorgd
LLT_Nieuws,LLT_Nieuws,,1,Soms leveringsproblemen en kostelijk aan het worden,Vrouw,45-54,Weet ik niet,7/14/2025,ARIA_HLN_A1001697810,Het Laatste Nieuws,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,9,Fijne krant vooral de regiopagina,Vrouw,65-74,Weet ik niet,2/3/2025,ARIA_DG_A1001465268,de Gelderlander,Zaterdag+ (Hybride),,Kan het niet meer betalen
EXIT_Nieuws,EXIT_Nieuws,,0,Ik ben het niet meer eens met de koers van de krant,Vrouw,65-74,Meer dan 30 jaar,6/30/2025,ARIA_HP_A1001178734,Het Parool,Digital Only,,De steeds slechtere houding jegens Theodor Holman en weifelende houding tov Israël. Ik ben volmondig pro Israël namelijk
LLT_Magazines,LLT_Magazines,,7,Wordt hier altijd met plezier gelezen,Vrouw,35-44,3-5 jaar,7/14/2025,SAP_DONAL_40398336_10,Donald Duck,Compleet,,
LLT_Nieuws,LLT_Nieuws,,8,"Tegenwoordig staan in elke krant dezelfde artikelen, alleen het Amsterdamse nieuws maakt het verschil.",Vrouw,55-64,3-5 jaar,7/14/2025,ARIA_HP_A1002353070,Het Parool,Compleet,,
LLT_Nieuws,LLT_Nieuws,,10,Ik heb de krant  al van in 1970 op de trein,Man,75 jaar of ouder,Meer dan 30 jaar,1/20/2025,ARIA_HLN_A1003272818,Het Laatste Nieuws,Compleet,,
LLT_Nieuws,LLT_Nieuws,,5,Duur,Vrouw,65-74,Meer dan 30 jaar,6/16/2025,ARIA_ED_A1001246124,het ED,Compleet,,
LLT_Nieuws,LLT_Nieuws,,8,Kwalitatief en genuanceerd. Soms wel iets teveel vooringenomenheid,Man,25-34,3-5 jaar,7/28/2025,ARIA_DM_A1001728709,De Morgen,Digitaal Basis,,
LLT_Nieuws,LLT_Nieuws,,8,Vanwege de journalistieke inbreng met columns /  eigen meningen / kritische commentaren.,Man,75 jaar of ouder,21-30 jaar,6/9/2025,ARIA_VK_A1001162577,de Volkskrant,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,8,n.v.t.,Man,65-74,6-12 maanden,5/13/2025,ARIA_VK_A1002865580,de Volkskrant,Digitaal Basis,,n.v.t.
EXIT_Nieuws,EXIT_Nieuws,,6,Vroeger heel content geweest met abonnement maar sinds overdracht van levering van BPOST naar particulieren helemaal NIET MEER,Man,65-74,21-30 jaar,7/21/2025,ARIA_HLN_A1001949555,Het Laatste Nieuws,Compleet,,Levering totaal onbevredigend
EXIT_Nieuws,EXIT_Nieuws,,0,De afspraken worden niet nagekomen. Als je er over reclameert bij de klantenservice wordt je gewoon vernederd. Ik ben heel lang lezer geweest maar zoals het de laatste maanden gaat daar wil ik niet voor betalen. Ik neem de papieren krant omdat ik dat fijn,Man,65-74,11-20 jaar,8/11/2025,ARIA_DG_A1001396033,de Gelderlander,Compleet,,Omdat de krant niet geleverd werd.
LLT_Nieuws,LLT_Nieuws,,8,Prima krant.,Man,65-74,1-2 jaar,6/16/2025,ARIA_TR_A1003511065,Trouw,Digital Only,,
EXIT_Nieuws,EXIT_Nieuws,,7,n.v.t.,Man,65-74,Minder dan 6 maanden,8/25/2025,ARIA_HP_A1004088185,Het Parool,Compleet,,n.v.t.
LLT_Nieuws,LLT_Nieuws,,4,Dagblad wordt zelden op tijd geleverd,Man,55-64,Meer dan 30 jaar,6/9/2025,ARIA_ED_A1000886437,het ED,Compleet,,
LLT_Nieuws,LLT_Nieuws,,9,Over algemeen tevreden over inhoud en bezorging etc,Vrouw,65-74,Meer dan 30 jaar,6/30/2025,ARIA_TR_A1000516768,Trouw,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,6,streeknieuws wordt steeds minder,Man,55-64,Weet ik niet,5/26/2025,ARIA_TT_A1001476444,Tubantia,Compleet,,te duur
EXIT_Magazines,EXIT_Magazines,,7,n.v.t.,Vrouw,45-54,Minder dan 6 maanden,8/4/2025,SAP_DONAL_41287696_10,Donald Duck,Compleet,,n.v.t.
LLT_Nieuws,LLT_Nieuws,,10,Om dat het een fijne krant is om te lezen,Man,75 jaar of ouder,21-30 jaar,6/9/2025,ARIA_AD_A1002246192,het AD,Compleet,,
LLT_Nieuws,LLT_Nieuws,,8,n.v.t.,Man,75 jaar of ouder,Meer dan 30 jaar,7/14/2025,ARIA_BS_A1000911040,BN DeStem,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,8,Zowel landelijke als regionale artikelen,Vrouw,65-74,Minder dan 6 maanden,8/25/2025,ARIA_AD_A1004110671,het AD,Compleet,,Ik heb nog een abonnement op een regionale krant
LLT_Nieuws,LLT_Nieuws,,10,Trouw is een volledige krant die nieuws en wetenswaardigheden helder en duidelijk onder de aandacht brengt.,Man,55-64,3-5 jaar,6/30/2025,ARIA_TR_A1000943015,Trouw,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,10,"Prettige, realistische krant",Man,55-64,11-20 jaar,8/25/2025,ARIA_TR_A1000344900,Trouw,Compleet,,
LLT_Nieuws,LLT_Nieuws,,9,"Ik ben zelf een trouwe lezer, maar het is niet goedkoop",Vrouw,55-64,Meer dan 30 jaar,1/27/2025,ARIA_ED_A1000375834,het ED,Digital Only,,
LLT_Nieuws,LLT_Nieuws,,7,n.v.t.,Man,35-44,6-10 jaar,7/28/2025,ARIA_HP_A1001020291,Het Parool,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,8,"Goede krant, veel info over Amsterdam en natuurlijk de column van Henk Spaan!",Man,65-74,1-2 jaar,5/19/2025,ARIA_HP_A1001676035,Het Parool,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,6,Weet niemand die behoefte heeft aan abonnement op een krant,Man,75 jaar of ouder,Meer dan 30 jaar,6/9/2025,ARIA_VK_A1000524260,de Volkskrant,Compleet,,
LLT_Nieuws,LLT_Nieuws,,10,Zowel goed regionaal binnenlands nieuws als buitenlands nieuws.,Man,65-74,1-2 jaar,8/11/2025,ARIA_DG_A1002269235,de Gelderlander,Compleet,,
LLT_Nieuws,LLT_Nieuws,,8,Fijn om ieder dag de krant te lezen,Vrouw,45-54,21-30 jaar,3/10/2025,ARIA_BD_A1000620313,Brabants Dagblad,Compleet,,
LLT_Nieuws,LLT_Nieuws,,8,Voor mij is Trouw de beste krant van Nederland. Hooguit de kosten kan ik als reden verzinnen om er geen abonnement op te nemen.,Man,25-34,3-5 jaar,8/18/2025,ARIA_TR_A1001095482,Trouw,Compleet,,
LLT_Nieuws,LLT_Nieuws,,9,Goede krant. Over het algemeen genuanceerd. Goede bijdragen van Jamal Ou…,Man,65-74,Meer dan 30 jaar,8/11/2025,ARIA_TR_A1000805896,Trouw,Compleet,,
ELT_Nieuws,ELT_Nieuws,,1,n.v.t.,Man,65-74,Minder dan 1 maand,3/24/2025,ARIA_AD_A1003668160,het AD,Compleet,Ja,
ELT_Nieuws,ELT_Nieuws,,7,Prima krant,Vrouw,45-54,1-2 maanden,6/23/2025,ARIA_DG_A1003970773,de Gelderlander,Zaterdag+ (Hybride),Nee,
EXIT_Nieuws,EXIT_Nieuws,,8,In de Volkskrant kom ik diverse artikelen met diepgang tegen. De artikelen zijn in een begrijpelijke stijl geschreven.,Man,45-54,6-12 maanden,8/4/2025,ARIA_VK_A1003018175,de Volkskrant,Digital Only,,Ik lees het niet veel en de kosten.
LLT_Nieuws,LLT_Nieuws,,6,"De laatste tijd, vooral jullie cultuur berichtgeving mist de kritische noot der realiteit. Pukkelpop verslaggeving was compleet niet strokend met de feiten. Credibility daalt zo duidelijk.",Man,55-64,3-5 jaar,8/18/2025,ARIA_DM_A1001618377,De Morgen,Digitaal Basis,,
LLT_Nieuws,LLT_Nieuws,,7,Ik vind dit passend,Man,65-74,3-5 jaar,7/21/2025,ARIA_AD_A1000940032,het AD,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,10,Mooie en goede reportages,Man,65-74,6-12 maanden,8/11/2025,ARIA_PZ_A1003594499,de PZC,Compleet,,
EXIT_Magazines,EXIT_Magazines,,9,Libelle is een mooi blad met mooie verhalen.,Vrouw,65-74,1-2 jaar,7/2/2025,SAP_LIBEL_40667777_10,Libelle,Compleet,,Ik ben nog niet toe gekomen om alle libelles te lezen .
LLT_Magazines,LLT_Magazines,,8,n.v.t.,Vrouw,65-74,Minder dan 6 maanden,8/11/2025,SAP_WLSTYNL_41158243_10,vtwonen Landelijk,Compleet,,
LLT_Magazines,LLT_Magazines,,5,Wisselend interessante artikels,Vrouw,65-74,21-30 jaar,8/25/2025,SAP_HM_41199139_10,Humo,Compleet,,
LLT_Nieuws,LLT_Nieuws,,0,Omdat ik sinds mijn verhuizing geen krant meer ontvang en dit tot op heden ook nog niet is opgelost.,Vrouw,35-44,6-12 maanden,5/19/2025,ARIA_VK_A1003014544,de Volkskrant,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,8,heel interessant,Man,75 jaar of ouder,1-2 jaar,4/28/2025,ARIA_DM_A1001611640,De Morgen,Digital Only,,
ELT_Nieuws,ELT_Nieuws,,8,n.v.t.,Man,75 jaar of ouder,1-2 maanden,6/9/2025,ARIA_VK_A1003937353,de Volkskrant,Compleet,Ja,
LLT_Nieuws,LLT_Nieuws,,8,n.v.t.,Man,55-64,3-5 jaar,2/3/2025,ARIA_DG_A1003231824,de Gelderlander,Compleet,,
LLT_Nieuws,LLT_Nieuws,,9,Ik ben zeer tevreden over de manier waarop het nieuws wordt gepresenteerd,Man,75 jaar of ouder,Meer dan 30 jaar,8/4/2025,ARIA_TR_A1003806845,Trouw,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,9,"Fijne krant, maar bezorging erg slecht",Vrouw,55-64,11-20 jaar,6/23/2025,ARIA_BS_A1001346189,BN DeStem,print-only,,"Slechte bezorging, dan is de krant erg duur.."
EXIT_Magazines,EXIT_Magazines,,7,Het was een fijn blad,Vrouw,55-64,21-30 jaar,8/11/2025,SAP_MARGR_3158178_10,Margriet,Compleet,,Alles wordt erg duur keuzes maken
LLT_Nieuws,LLT_Nieuws,,7,"Meestal een leuke krant, soms is Mezza niet interessant.",Vrouw,45-54,6-10 jaar,4/28/2025,ARIA_AD_A1002668591,het AD,Zaterdag+ (Hybride),,
EXIT_Nieuws,EXIT_Nieuws,,7,n.v.t.,Vrouw,55-64,Minder dan 6 maanden,8/4/2025,ARIA_TT_A1003987123,Tubantia,Digital Only,,De prijs.
ELT_Nieuws,ELT_Nieuws,,7,Prima krant,Man,45-54,1-2 maanden,5/6/2025,ARIA_TT_A1003844567,Tubantia,Compleet,Nee,
LLT_Nieuws,LLT_Nieuws,,9,Ik ben alleszins tevreden.,Man,45-54,3-5 jaar,7/21/2025,ARIA_DM_A1003756168,De Morgen,Zaterdag+ (Hybride),,
LLT_Magazines,LLT_Magazines,,10,Fijn blad,Vrouw,75 jaar of ouder,Meer dan 30 jaar,7/2/2025,SAP_MARGR_41124372_10,Margriet,Compleet,,
LLT_Nieuws,LLT_Nieuws,,9,goed en betrouwbaar nieuws en achtergronden.,Vrouw,75 jaar of ouder,Meer dan 30 jaar,2/3/2025,ARIA_TR_A1001164414,Trouw,Digital Only,,
LLT_Magazines,LLT_Magazines,,8,Omdat ik tevreden ben.,Man,65-74,Minder dan 6 maanden,7/2/2025,SAP_DA_41116479_10,Dag Allemaal,Compleet,,
